Detail,Week_Ending_Date,Value,Measure,Class,Week,Source,Flu_Season
B/Yamagata,6/18/2016 12:00:00 AM,0,Region,Eastern,24,Labs,2015-16
A (H1),6/18/2016 12:00:00 AM,0,Region,Northern,24,Labs,2015-16
A (H3),6/18/2016 12:00:00 AM,0,Region,Northern,24,Labs,2015-16
A (Unk),6/18/2016 12:00:00 AM,0,Region,Northern,24,Labs,2015-16
B,6/18/2016 12:00:00 AM,0,Region,Northern,24,Labs,2015-16
B/Victoria,6/18/2016 12:00:00 AM,0,Region,Northern,24,Labs,2015-16
B/Yamagata,6/18/2016 12:00:00 AM,0,Region,Northern,24,Labs,2015-16
A (H1),6/18/2016 12:00:00 AM,0,Region,Northwest,24,Labs,2015-16
A (H3),6/18/2016 12:00:00 AM,0,Region,Northwest,24,Labs,2015-16
A (Unk),6/18/2016 12:00:00 AM,0,Region,Northwest,24,Labs,2015-16
B,6/18/2016 12:00:00 AM,0,Region,Northwest,24,Labs,2015-16
B/Victoria,6/18/2016 12:00:00 AM,0,Region,Northwest,24,Labs,2015-16
B/Yamagata,6/18/2016 12:00:00 AM,0,Region,Northwest,24,Labs,2015-16
A (H1),6/18/2016 12:00:00 AM,0,Region,Southwest,24,Labs,2015-16
A (H3),6/18/2016 12:00:00 AM,0,Region,Southwest,24,Labs,2015-16
A (Unk),6/18/2016 12:00:00 AM,0,Region,Southwest,24,Labs,2015-16
B,6/18/2016 12:00:00 AM,0,Region,Southwest,24,Labs,2015-16
B/Victoria,6/18/2016 12:00:00 AM,0,Region,Southwest,24,Labs,2015-16
B/Yamagata,6/18/2016 12:00:00 AM,0,Region,Southwest,24,Labs,2015-16
Confirmed,6/18/2016 12:00:00 AM,0,Facility Type,Assisted Living,24,Outbreaks,2015-16
Suspected,6/18/2016 12:00:00 AM,0,Facility Type,Assisted Living,24,Outbreaks,2015-16
Confirmed,6/18/2016 12:00:00 AM,0,Facility Type,Daycare / Pre-K,24,Outbreaks,2015-16
Suspected,6/18/2016 12:00:00 AM,0,Facility Type,Daycare / Pre-K,24,Outbreaks,2015-16
Confirmed,6/18/2016 12:00:00 AM,0,Facility Type,Nursing Home,24,Outbreaks,2015-16
Suspected,6/18/2016 12:00:00 AM,0,Facility Type,Nursing Home,24,Outbreaks,2015-16
Confirmed,6/18/2016 12:00:00 AM,0,Facility Type,Other Facility Type,24,Outbreaks,2015-16
Suspected,6/18/2016 12:00:00 AM,0,Facility Type,Other Facility Type,24,Outbreaks,2015-16
Confirmed,6/18/2016 12:00:00 AM,0,Facility Type,Other Health Care,24,Outbreaks,2015-16
Suspected,6/18/2016 12:00:00 AM,0,Facility Type,Other Health Care,24,Outbreaks,2015-16
Confirmed,6/18/2016 12:00:00 AM,0,Facility Type,School (K-12),24,Outbreaks,2015-16
Suspected,6/18/2016 12:00:00 AM,0,Facility Type,School (K-12),24,Outbreaks,2015-16
Confirmed,6/18/2016 12:00:00 AM,0,Region,Central,24,Outbreaks,2015-16
Suspected,6/18/2016 12:00:00 AM,0,Region,Central,24,Outbreaks,2015-16
Confirmed,6/18/2016 12:00:00 AM,0,Region,Eastern,24,Outbreaks,2015-16
Suspected,6/18/2016 12:00:00 AM,0,Region,Eastern,24,Outbreaks,2015-16
Confirmed,6/18/2016 12:00:00 AM,0,Region,Northern,24,Outbreaks,2015-16
Suspected,6/18/2016 12:00:00 AM,0,Region,Northern,24,Outbreaks,2015-16
Confirmed,6/18/2016 12:00:00 AM,0,Region,Northwest,24,Outbreaks,2015-16
Suspected,6/18/2016 12:00:00 AM,0,Region,Northwest,24,Outbreaks,2015-16
Confirmed,6/18/2016 12:00:00 AM,0,Region,Southwest,24,Outbreaks,2015-16
Suspected,6/18/2016 12:00:00 AM,0,Region,Southwest,24,Outbreaks,2015-16
,6/18/2016 12:00:00 AM,0,,,24,Specimens,2015-16
,6/25/2016 12:00:00 AM,1,,,25,Activity Level,2015-16
,6/25/2016 12:00:00 AM,4.760291377,AgeGroup,0-4,25,ILI by Age,2015-16
,6/25/2016 12:00:00 AM,2.959051509,AgeGroup,05-18,25,ILI by Age,2015-16
,6/25/2016 12:00:00 AM,0.602031858,AgeGroup,19-24,25,ILI by Age,2015-16
,6/25/2016 12:00:00 AM,0.834639123,AgeGroup,25-49,25,ILI by Age,2015-16
,6/25/2016 12:00:00 AM,0.486742667,AgeGroup,50-64,25,ILI by Age,2015-16
,6/25/2016 12:00:00 AM,0.349500713,AgeGroup,65+,25,ILI by Age,2015-16
,6/25/2016 12:00:00 AM,1.114423623,RegionName,Central,25,ILI by Region,2015-16
,6/25/2016 12:00:00 AM,1.067129917,RegionName,Eastern,25,ILI by Region,2015-16
,6/25/2016 12:00:00 AM,2.129969498,RegionName,Northern,25,ILI by Region,2015-16
,6/25/2016 12:00:00 AM,0.790729380,RegionName,Northwest,25,ILI by Region,2015-16
,6/25/2016 12:00:00 AM,0.550239234,RegionName,Southwest,25,ILI by Region,2015-16
,6/25/2016 12:00:00 AM,1.193142965,,,25,ILI by Season,2015-16
,6/25/2016 12:00:00 AM,1,Region,Central,25,Intensity,2015-16
,6/25/2016 12:00:00 AM,2,Region,Eastern,25,Intensity,2015-16
,6/25/2016 12:00:00 AM,3,Region,Northern,25,Intensity,2015-16
,6/25/2016 12:00:00 AM,1,Region,Northwest,25,Intensity,2015-16
,6/25/2016 12:00:00 AM,1,Region,Southwest,25,Intensity,2015-16
A (H1),6/25/2016 12:00:00 AM,0,Region,Central,25,Labs,2015-16
A (H3),6/25/2016 12:00:00 AM,0,Region,Central,25,Labs,2015-16
A (Unk),6/25/2016 12:00:00 AM,0,Region,Central,25,Labs,2015-16
B,6/25/2016 12:00:00 AM,0,Region,Central,25,Labs,2015-16
B/Victoria,6/25/2016 12:00:00 AM,0,Region,Central,25,Labs,2015-16
B/Yamagata,6/25/2016 12:00:00 AM,0,Region,Central,25,Labs,2015-16
A (H1),6/25/2016 12:00:00 AM,0,Region,Eastern,25,Labs,2015-16
A (H3),6/25/2016 12:00:00 AM,0,Region,Eastern,25,Labs,2015-16
A (Unk),6/25/2016 12:00:00 AM,1,Region,Eastern,25,Labs,2015-16
B,6/25/2016 12:00:00 AM,0,Region,Eastern,25,Labs,2015-16
B/Victoria,6/25/2016 12:00:00 AM,0,Region,Eastern,25,Labs,2015-16
B/Yamagata,6/25/2016 12:00:00 AM,0,Region,Eastern,25,Labs,2015-16
A (H1),6/25/2016 12:00:00 AM,0,Region,Northern,25,Labs,2015-16
A (H3),6/25/2016 12:00:00 AM,0,Region,Northern,25,Labs,2015-16
A (Unk),6/25/2016 12:00:00 AM,0,Region,Northern,25,Labs,2015-16
B,6/25/2016 12:00:00 AM,0,Region,Northern,25,Labs,2015-16
B/Victoria,6/25/2016 12:00:00 AM,0,Region,Northern,25,Labs,2015-16
B/Yamagata,6/25/2016 12:00:00 AM,0,Region,Northern,25,Labs,2015-16
A (H1),6/25/2016 12:00:00 AM,0,Region,Northwest,25,Labs,2015-16
A (H3),6/25/2016 12:00:00 AM,0,Region,Northwest,25,Labs,2015-16
A (Unk),6/25/2016 12:00:00 AM,0,Region,Northwest,25,Labs,2015-16
B,6/25/2016 12:00:00 AM,0,Region,Northwest,25,Labs,2015-16
B/Victoria,6/25/2016 12:00:00 AM,0,Region,Northwest,25,Labs,2015-16
B/Yamagata,6/25/2016 12:00:00 AM,0,Region,Northwest,25,Labs,2015-16
A (H1),6/25/2016 12:00:00 AM,0,Region,Southwest,25,Labs,2015-16
A (H3),6/25/2016 12:00:00 AM,0,Region,Southwest,25,Labs,2015-16
A (Unk),6/25/2016 12:00:00 AM,1,Region,Southwest,25,Labs,2015-16
B,6/25/2016 12:00:00 AM,0,Region,Southwest,25,Labs,2015-16
B/Victoria,6/25/2016 12:00:00 AM,0,Region,Southwest,25,Labs,2015-16
B/Yamagata,6/25/2016 12:00:00 AM,0,Region,Southwest,25,Labs,2015-16
Confirmed,6/25/2016 12:00:00 AM,0,Facility Type,Assisted Living,25,Outbreaks,2015-16
Suspected,6/25/2016 12:00:00 AM,0,Facility Type,Assisted Living,25,Outbreaks,2015-16
Confirmed,6/25/2016 12:00:00 AM,0,Facility Type,Daycare / Pre-K,25,Outbreaks,2015-16
Suspected,6/25/2016 12:00:00 AM,0,Facility Type,Daycare / Pre-K,25,Outbreaks,2015-16
Confirmed,6/25/2016 12:00:00 AM,0,Facility Type,Nursing Home,25,Outbreaks,2015-16
Suspected,6/25/2016 12:00:00 AM,0,Facility Type,Nursing Home,25,Outbreaks,2015-16
Confirmed,6/25/2016 12:00:00 AM,0,Facility Type,Other Facility Type,25,Outbreaks,2015-16
Suspected,6/25/2016 12:00:00 AM,0,Facility Type,Other Facility Type,25,Outbreaks,2015-16
Confirmed,6/25/2016 12:00:00 AM,0,Facility Type,Other Health Care,25,Outbreaks,2015-16
Suspected,6/25/2016 12:00:00 AM,0,Facility Type,Other Health Care,25,Outbreaks,2015-16
Confirmed,6/25/2016 12:00:00 AM,0,Facility Type,School (K-12),25,Outbreaks,2015-16
Suspected,6/25/2016 12:00:00 AM,0,Facility Type,School (K-12),25,Outbreaks,2015-16
Confirmed,6/25/2016 12:00:00 AM,0,Region,Central,25,Outbreaks,2015-16
Suspected,6/25/2016 12:00:00 AM,0,Region,Central,25,Outbreaks,2015-16
Confirmed,6/25/2016 12:00:00 AM,0,Region,Eastern,25,Outbreaks,2015-16
Suspected,6/25/2016 12:00:00 AM,0,Region,Eastern,25,Outbreaks,2015-16
Confirmed,6/25/2016 12:00:00 AM,0,Region,Northern,25,Outbreaks,2015-16
Suspected,6/25/2016 12:00:00 AM,0,Region,Northern,25,Outbreaks,2015-16
Confirmed,6/25/2016 12:00:00 AM,0,Region,Northwest,25,Outbreaks,2015-16
Suspected,6/25/2016 12:00:00 AM,0,Region,Northwest,25,Outbreaks,2015-16
Confirmed,6/25/2016 12:00:00 AM,0,Region,Southwest,25,Outbreaks,2015-16
Suspected,6/25/2016 12:00:00 AM,0,Region,Southwest,25,Outbreaks,2015-16
,6/25/2016 12:00:00 AM,2,,,25,Specimens,2015-16
,7/2/2016 12:00:00 AM,1,,,26,Activity Level,2015-16
,7/2/2016 12:00:00 AM,4.959109100,AgeGroup,0-4,26,ILI by Age,2015-16
,7/2/2016 12:00:00 AM,2.638680660,AgeGroup,05-18,26,ILI by Age,2015-16
,7/2/2016 12:00:00 AM,0.998890122,AgeGroup,19-24,26,ILI by Age,2015-16
,7/2/2016 12:00:00 AM,0.765637166,AgeGroup,25-49,26,ILI by Age,2015-16
,7/2/2016 12:00:00 AM,0.434005617,AgeGroup,50-64,26,ILI by Age,2015-16
,7/2/2016 12:00:00 AM,0.291400142,AgeGroup,65+,26,ILI by Age,2015-16
,7/2/2016 12:00:00 AM,1.006927087,RegionName,Central,26,ILI by Region,2015-16
,7/2/2016 12:00:00 AM,1.031616756,RegionName,Eastern,26,ILI by Region,2015-16
,7/2/2016 12:00:00 AM,2.250770275,RegionName,Northern,26,ILI by Region,2015-16
,7/2/2016 12:00:00 AM,0.738632513,RegionName,Northwest,26,ILI by Region,2015-16
,7/2/2016 12:00:00 AM,0.373846643,RegionName,Southwest,26,ILI by Region,2015-16
,7/2/2016 12:00:00 AM,1.154884867,,,26,ILI by Season,2015-16
,7/2/2016 12:00:00 AM,1,Region,Central,26,Intensity,2015-16
,7/2/2016 12:00:00 AM,2,Region,Eastern,26,Intensity,2015-16
,7/2/2016 12:00:00 AM,3,Region,Northern,26,Intensity,2015-16
,7/2/2016 12:00:00 AM,1,Region,Northwest,26,Intensity,2015-16
,7/2/2016 12:00:00 AM,1,Region,Southwest,26,Intensity,2015-16
A (H1),7/2/2016 12:00:00 AM,0,Region,Central,26,Labs,2015-16
A (H3),7/2/2016 12:00:00 AM,0,Region,Central,26,Labs,2015-16
A (Unk),7/2/2016 12:00:00 AM,0,Region,Central,26,Labs,2015-16
B,7/2/2016 12:00:00 AM,0,Region,Central,26,Labs,2015-16
B/Victoria,7/2/2016 12:00:00 AM,0,Region,Central,26,Labs,2015-16
B/Yamagata,7/2/2016 12:00:00 AM,0,Region,Central,26,Labs,2015-16
A (H1),7/2/2016 12:00:00 AM,0,Region,Eastern,26,Labs,2015-16
A (H3),7/2/2016 12:00:00 AM,0,Region,Eastern,26,Labs,2015-16
A (Unk),7/2/2016 12:00:00 AM,1,Region,Eastern,26,Labs,2015-16
B,7/2/2016 12:00:00 AM,0,Region,Eastern,26,Labs,2015-16
B/Victoria,7/2/2016 12:00:00 AM,0,Region,Eastern,26,Labs,2015-16
B/Yamagata,7/2/2016 12:00:00 AM,0,Region,Eastern,26,Labs,2015-16
A (H1),7/2/2016 12:00:00 AM,0,Region,Northern,26,Labs,2015-16
A (H3),7/2/2016 12:00:00 AM,0,Region,Northern,26,Labs,2015-16
A (Unk),7/2/2016 12:00:00 AM,1,Region,Northern,26,Labs,2015-16
B,7/2/2016 12:00:00 AM,0,Region,Northern,26,Labs,2015-16
B/Victoria,7/2/2016 12:00:00 AM,0,Region,Northern,26,Labs,2015-16
B/Yamagata,7/2/2016 12:00:00 AM,0,Region,Northern,26,Labs,2015-16
A (H1),7/2/2016 12:00:00 AM,1,Region,Northwest,26,Labs,2015-16
A (H3),7/2/2016 12:00:00 AM,0,Region,Northwest,26,Labs,2015-16
A (Unk),7/2/2016 12:00:00 AM,0,Region,Northwest,26,Labs,2015-16
B,7/2/2016 12:00:00 AM,0,Region,Northwest,26,Labs,2015-16
B/Victoria,7/2/2016 12:00:00 AM,0,Region,Northwest,26,Labs,2015-16
B/Yamagata,7/2/2016 12:00:00 AM,0,Region,Northwest,26,Labs,2015-16
A (H1),7/2/2016 12:00:00 AM,0,Region,Southwest,26,Labs,2015-16
A (H3),7/2/2016 12:00:00 AM,0,Region,Southwest,26,Labs,2015-16
A (Unk),7/2/2016 12:00:00 AM,0,Region,Southwest,26,Labs,2015-16
B,7/2/2016 12:00:00 AM,0,Region,Southwest,26,Labs,2015-16
B/Victoria,7/2/2016 12:00:00 AM,0,Region,Southwest,26,Labs,2015-16
B/Yamagata,7/2/2016 12:00:00 AM,0,Region,Southwest,26,Labs,2015-16
Confirmed,7/2/2016 12:00:00 AM,0,Facility Type,Assisted Living,26,Outbreaks,2015-16
Suspected,7/2/2016 12:00:00 AM,0,Facility Type,Assisted Living,26,Outbreaks,2015-16
Confirmed,7/2/2016 12:00:00 AM,0,Facility Type,Daycare / Pre-K,26,Outbreaks,2015-16
Suspected,7/2/2016 12:00:00 AM,0,Facility Type,Daycare / Pre-K,26,Outbreaks,2015-16
Confirmed,7/2/2016 12:00:00 AM,0,Facility Type,Nursing Home,26,Outbreaks,2015-16
Suspected,7/2/2016 12:00:00 AM,0,Facility Type,Nursing Home,26,Outbreaks,2015-16
Confirmed,7/2/2016 12:00:00 AM,0,Facility Type,Other Facility Type,26,Outbreaks,2015-16
Suspected,7/2/2016 12:00:00 AM,0,Facility Type,Other Facility Type,26,Outbreaks,2015-16
Confirmed,7/2/2016 12:00:00 AM,0,Facility Type,Other Health Care,26,Outbreaks,2015-16
Suspected,7/2/2016 12:00:00 AM,0,Facility Type,Other Health Care,26,Outbreaks,2015-16
Confirmed,7/2/2016 12:00:00 AM,0,Facility Type,School (K-12),26,Outbreaks,2015-16
Suspected,7/2/2016 12:00:00 AM,0,Facility Type,School (K-12),26,Outbreaks,2015-16
Confirmed,7/2/2016 12:00:00 AM,0,Region,Central,26,Outbreaks,2015-16
Suspected,7/2/2016 12:00:00 AM,0,Region,Central,26,Outbreaks,2015-16
Confirmed,7/2/2016 12:00:00 AM,0,Region,Eastern,26,Outbreaks,2015-16
Suspected,7/2/2016 12:00:00 AM,0,Region,Eastern,26,Outbreaks,2015-16
Confirmed,7/2/2016 12:00:00 AM,0,Region,Northern,26,Outbreaks,2015-16
Suspected,7/2/2016 12:00:00 AM,0,Region,Northern,26,Outbreaks,2015-16
Confirmed,7/2/2016 12:00:00 AM,0,Region,Northwest,26,Outbreaks,2015-16
Suspected,7/2/2016 12:00:00 AM,0,Region,Northwest,26,Outbreaks,2015-16
Confirmed,7/2/2016 12:00:00 AM,0,Region,Southwest,26,Outbreaks,2015-16
Suspected,7/2/2016 12:00:00 AM,0,Region,Southwest,26,Outbreaks,2015-16
,7/2/2016 12:00:00 AM,3,,,26,Specimens,2015-16
,7/9/2016 12:00:00 AM,1,,,27,Activity Level,2015-16
,7/9/2016 12:00:00 AM,4.206241520,AgeGroup,0-4,27,ILI by Age,2015-16
,7/9/2016 12:00:00 AM,2.728598209,AgeGroup,05-18,27,ILI by Age,2015-16
,7/9/2016 12:00:00 AM,0.919568416,AgeGroup,19-24,27,ILI by Age,2015-16
,7/9/2016 12:00:00 AM,0.681285253,AgeGroup,25-49,27,ILI by Age,2015-16
,7/9/2016 12:00:00 AM,0.499045037,AgeGroup,50-64,27,ILI by Age,2015-16
,7/9/2016 12:00:00 AM,0.249618638,AgeGroup,65+,27,ILI by Age,2015-16
,7/9/2016 12:00:00 AM,0.943718799,RegionName,Central,27,ILI by Region,2015-16
,7/9/2016 12:00:00 AM,0.912662683,RegionName,Eastern,27,ILI by Region,2015-16
,7/9/2016 12:00:00 AM,1.849143335,RegionName,Northern,27,ILI by Region,2015-16
,7/9/2016 12:00:00 AM,0.956679916,RegionName,Northwest,27,ILI by Region,2015-16
,7/9/2016 12:00:00 AM,0.467982217,RegionName,Southwest,27,ILI by Region,2015-16
,7/9/2016 12:00:00 AM,1.067955512,,,27,ILI by Season,2015-16
,7/9/2016 12:00:00 AM,1,Region,Central,27,Intensity,2015-16
,7/9/2016 12:00:00 AM,1,Region,Eastern,27,Intensity,2015-16
,7/9/2016 12:00:00 AM,2,Region,Northern,27,Intensity,2015-16
,7/9/2016 12:00:00 AM,1,Region,Northwest,27,Intensity,2015-16
,7/9/2016 12:00:00 AM,1,Region,Southwest,27,Intensity,2015-16
A (H1),7/9/2016 12:00:00 AM,0,Region,Central,27,Labs,2015-16
A (H3),7/9/2016 12:00:00 AM,0,Region,Central,27,Labs,2015-16
A (Unk),7/9/2016 12:00:00 AM,0,Region,Central,27,Labs,2015-16
B,7/9/2016 12:00:00 AM,0,Region,Central,27,Labs,2015-16
B/Victoria,7/9/2016 12:00:00 AM,0,Region,Central,27,Labs,2015-16
B/Yamagata,7/9/2016 12:00:00 AM,0,Region,Central,27,Labs,2015-16
A (H1),7/9/2016 12:00:00 AM,0,Region,Eastern,27,Labs,2015-16
A (H3),7/9/2016 12:00:00 AM,0,Region,Eastern,27,Labs,2015-16
A (Unk),7/9/2016 12:00:00 AM,0,Region,Eastern,27,Labs,2015-16
B,7/9/2016 12:00:00 AM,0,Region,Eastern,27,Labs,2015-16
B/Victoria,7/9/2016 12:00:00 AM,0,Region,Eastern,27,Labs,2015-16
B/Yamagata,7/9/2016 12:00:00 AM,0,Region,Eastern,27,Labs,2015-16
A (H1),7/9/2016 12:00:00 AM,0,Region,Northern,27,Labs,2015-16
A (H3),7/9/2016 12:00:00 AM,0,Region,Northern,27,Labs,2015-16
A (Unk),7/9/2016 12:00:00 AM,0,Region,Northern,27,Labs,2015-16
B,7/9/2016 12:00:00 AM,0,Region,Northern,27,Labs,2015-16
B/Victoria,7/9/2016 12:00:00 AM,0,Region,Northern,27,Labs,2015-16
B/Yamagata,7/9/2016 12:00:00 AM,0,Region,Northern,27,Labs,2015-16
A (H1),7/9/2016 12:00:00 AM,0,Region,Northwest,27,Labs,2015-16
A (H3),7/9/2016 12:00:00 AM,0,Region,Northwest,27,Labs,2015-16
A (Unk),7/9/2016 12:00:00 AM,0,Region,Northwest,27,Labs,2015-16
B,7/9/2016 12:00:00 AM,0,Region,Northwest,27,Labs,2015-16
B/Victoria,7/9/2016 12:00:00 AM,0,Region,Northwest,27,Labs,2015-16
B/Yamagata,7/9/2016 12:00:00 AM,0,Region,Northwest,27,Labs,2015-16
A (H1),7/9/2016 12:00:00 AM,0,Region,Southwest,27,Labs,2015-16
A (H3),7/9/2016 12:00:00 AM,0,Region,Southwest,27,Labs,2015-16
A (Unk),7/9/2016 12:00:00 AM,0,Region,Southwest,27,Labs,2015-16
B,7/9/2016 12:00:00 AM,0,Region,Southwest,27,Labs,2015-16
B/Victoria,7/9/2016 12:00:00 AM,0,Region,Southwest,27,Labs,2015-16
B/Yamagata,7/9/2016 12:00:00 AM,0,Region,Southwest,27,Labs,2015-16
Confirmed,7/9/2016 12:00:00 AM,0,Facility Type,Assisted Living,27,Outbreaks,2015-16
Suspected,7/9/2016 12:00:00 AM,0,Facility Type,Assisted Living,27,Outbreaks,2015-16
Confirmed,7/9/2016 12:00:00 AM,0,Facility Type,Daycare / Pre-K,27,Outbreaks,2015-16
Suspected,7/9/2016 12:00:00 AM,0,Facility Type,Daycare / Pre-K,27,Outbreaks,2015-16
Confirmed,7/9/2016 12:00:00 AM,0,Facility Type,Nursing Home,27,Outbreaks,2015-16
Suspected,7/9/2016 12:00:00 AM,0,Facility Type,Nursing Home,27,Outbreaks,2015-16
Confirmed,7/9/2016 12:00:00 AM,0,Facility Type,Other Facility Type,27,Outbreaks,2015-16
Suspected,7/9/2016 12:00:00 AM,0,Facility Type,Other Facility Type,27,Outbreaks,2015-16
Confirmed,7/9/2016 12:00:00 AM,0,Facility Type,Other Health Care,27,Outbreaks,2015-16
Suspected,7/9/2016 12:00:00 AM,0,Facility Type,Other Health Care,27,Outbreaks,2015-16
Confirmed,7/9/2016 12:00:00 AM,0,Facility Type,School (K-12),27,Outbreaks,2015-16
Suspected,7/9/2016 12:00:00 AM,0,Facility Type,School (K-12),27,Outbreaks,2015-16
Confirmed,7/9/2016 12:00:00 AM,0,Region,Central,27,Outbreaks,2015-16
Suspected,7/9/2016 12:00:00 AM,0,Region,Central,27,Outbreaks,2015-16
Confirmed,7/9/2016 12:00:00 AM,0,Region,Eastern,27,Outbreaks,2015-16
Suspected,7/9/2016 12:00:00 AM,0,Region,Eastern,27,Outbreaks,2015-16
Confirmed,7/9/2016 12:00:00 AM,0,Region,Northern,27,Outbreaks,2015-16
Suspected,7/9/2016 12:00:00 AM,0,Region,Northern,27,Outbreaks,2015-16
Confirmed,7/9/2016 12:00:00 AM,0,Region,Northwest,27,Outbreaks,2015-16
Suspected,7/9/2016 12:00:00 AM,0,Region,Northwest,27,Outbreaks,2015-16
Confirmed,7/9/2016 12:00:00 AM,0,Region,Southwest,27,Outbreaks,2015-16
Suspected,7/9/2016 12:00:00 AM,0,Region,Southwest,27,Outbreaks,2015-16
,7/9/2016 12:00:00 AM,0,,,27,Specimens,2015-16
,7/16/2016 12:00:00 AM,0,,,28,Activity Level,2015-16
,7/16/2016 12:00:00 AM,3.553113553,AgeGroup,0-4,28,ILI by Age,2015-16
,7/16/2016 12:00:00 AM,2.404870624,AgeGroup,05-18,28,ILI by Age,2015-16
,7/16/2016 12:00:00 AM,0.691244240,AgeGroup,19-24,28,ILI by Age,2015-16
,7/16/2016 12:00:00 AM,0.603469952,AgeGroup,25-49,28,ILI by Age,2015-16
,7/16/2016 12:00:00 AM,0.381345336,AgeGroup,50-64,28,ILI by Age,2015-16
,7/16/2016 12:00:00 AM,0.240776149,AgeGroup,65+,28,ILI by Age,2015-16
,7/16/2016 12:00:00 AM,0.841959972,RegionName,Central,28,ILI by Region,2015-16
,7/16/2016 12:00:00 AM,0.823573232,RegionName,Eastern,28,ILI by Region,2015-16
,7/16/2016 12:00:00 AM,1.663752451,RegionName,Northern,28,ILI by Region,2015-16
,7/16/2016 12:00:00 AM,0.561534862,RegionName,Northwest,28,ILI by Region,2015-16
,7/16/2016 12:00:00 AM,0.430471212,RegionName,Southwest,28,ILI by Region,2015-16
,7/16/2016 12:00:00 AM,0.906496362,,,28,ILI by Season,2015-16
,7/16/2016 12:00:00 AM,1,Region,Central,28,Intensity,2015-16
,7/16/2016 12:00:00 AM,1,Region,Eastern,28,Intensity,2015-16
,7/16/2016 12:00:00 AM,2,Region,Northern,28,Intensity,2015-16
,7/16/2016 12:00:00 AM,1,Region,Northwest,28,Intensity,2015-16
,7/16/2016 12:00:00 AM,1,Region,Southwest,28,Intensity,2015-16
A (H1),7/16/2016 12:00:00 AM,0,Region,Central,28,Labs,2015-16
A (H3),7/16/2016 12:00:00 AM,0,Region,Central,28,Labs,2015-16
A (Unk),7/16/2016 12:00:00 AM,0,Region,Central,28,Labs,2015-16
B,7/16/2016 12:00:00 AM,0,Region,Central,28,Labs,2015-16
B/Victoria,7/16/2016 12:00:00 AM,0,Region,Central,28,Labs,2015-16
B/Yamagata,7/16/2016 12:00:00 AM,0,Region,Central,28,Labs,2015-16
A (H1),7/16/2016 12:00:00 AM,0,Region,Eastern,28,Labs,2015-16
A (H3),7/16/2016 12:00:00 AM,0,Region,Eastern,28,Labs,2015-16
A (Unk),7/16/2016 12:00:00 AM,0,Region,Eastern,28,Labs,2015-16
B,7/16/2016 12:00:00 AM,0,Region,Eastern,28,Labs,2015-16
B/Victoria,7/16/2016 12:00:00 AM,0,Region,Eastern,28,Labs,2015-16
B/Yamagata,7/16/2016 12:00:00 AM,0,Region,Eastern,28,Labs,2015-16
A (H1),7/16/2016 12:00:00 AM,0,Region,Northern,28,Labs,2015-16
A (H3),7/16/2016 12:00:00 AM,0,Region,Northern,28,Labs,2015-16
A (Unk),7/16/2016 12:00:00 AM,0,Region,Northern,28,Labs,2015-16
B,7/16/2016 12:00:00 AM,0,Region,Northern,28,Labs,2015-16
B/Victoria,7/16/2016 12:00:00 AM,0,Region,Northern,28,Labs,2015-16
B/Yamagata,7/16/2016 12:00:00 AM,0,Region,Northern,28,Labs,2015-16
A (H1),7/16/2016 12:00:00 AM,0,Region,Northwest,28,Labs,2015-16
A (H3),7/16/2016 12:00:00 AM,0,Region,Northwest,28,Labs,2015-16
A (Unk),7/16/2016 12:00:00 AM,0,Region,Northwest,28,Labs,2015-16
B,7/16/2016 12:00:00 AM,0,Region,Northwest,28,Labs,2015-16
B/Victoria,7/16/2016 12:00:00 AM,0,Region,Northwest,28,Labs,2015-16
B/Yamagata,7/16/2016 12:00:00 AM,0,Region,Northwest,28,Labs,2015-16
A (H1),7/16/2016 12:00:00 AM,0,Region,Southwest,28,Labs,2015-16
A (H3),7/16/2016 12:00:00 AM,0,Region,Southwest,28,Labs,2015-16
A (Unk),7/16/2016 12:00:00 AM,0,Region,Southwest,28,Labs,2015-16
B,7/16/2016 12:00:00 AM,0,Region,Southwest,28,Labs,2015-16
B/Victoria,7/16/2016 12:00:00 AM,0,Region,Southwest,28,Labs,2015-16
B/Yamagata,7/16/2016 12:00:00 AM,0,Region,Southwest,28,Labs,2015-16
Confirmed,7/16/2016 12:00:00 AM,0,Facility Type,Assisted Living,28,Outbreaks,2015-16
Suspected,7/16/2016 12:00:00 AM,0,Facility Type,Assisted Living,28,Outbreaks,2015-16
Confirmed,7/16/2016 12:00:00 AM,0,Facility Type,Daycare / Pre-K,28,Outbreaks,2015-16
Suspected,7/16/2016 12:00:00 AM,0,Facility Type,Daycare / Pre-K,28,Outbreaks,2015-16
Confirmed,7/16/2016 12:00:00 AM,0,Facility Type,Nursing Home,28,Outbreaks,2015-16
Suspected,7/16/2016 12:00:00 AM,0,Facility Type,Nursing Home,28,Outbreaks,2015-16
Confirmed,7/16/2016 12:00:00 AM,0,Facility Type,Other Facility Type,28,Outbreaks,2015-16
Suspected,7/16/2016 12:00:00 AM,0,Facility Type,Other Facility Type,28,Outbreaks,2015-16
Confirmed,7/16/2016 12:00:00 AM,0,Facility Type,Other Health Care,28,Outbreaks,2015-16
Suspected,7/16/2016 12:00:00 AM,0,Facility Type,Other Health Care,28,Outbreaks,2015-16
Confirmed,7/16/2016 12:00:00 AM,0,Facility Type,School (K-12),28,Outbreaks,2015-16
